Date,Revenue,COGS,year,month,day,day_of_week,day_of_year,week_of_year,quarter,season,month_sin,month_cos,dow_sin,dow_cos,days_to_tet,days_since_tet,is_tet_week,days_since_payday,rev_lag_548,rev_lag_728,rev_lag_1092,rev_rmean_from728_7,rev_rstd_from728_7,rev_rmean_from728_30,rev_rstd_from728_30,season_avg_orders,season_avg_traffic,season_avg_bounce,dlinear_pred,log_revenue
2012-07-17,4476729.49,3463061.65,2012,7,17,1,199,29,3,2,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,365,365,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.25,28207.68181818182,0.0045295454545454545,15.497996121190779,15.314403536617247
2012-07-18,5184141.46,4072012.16,2012,7,18,2,200,29,3,2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,365,365,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.77551020408163,28647.911111111112,0.004604666666666667,15.497996121190779,15.461114997346536
2012-07-19,6421487.11,5007270.91,2012,7,19,3,201,29,3,2,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,365,365,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.45833333333334,28383.522727272728,0.004387954545454546,15.497996121190779,15.675160441641227
2012-07-20,5171470.46,4213989.64,2012,7,20,4,202,29,3,2,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,365,365,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.77551020408163,28131.37777777778,0.0045386666666666665,15.497996121190779,15.458667821076462
2012-07-21,3442157.02,2746075.45,2012,7,21,5,203,29,3,2,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,365,365,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.9375,27904.545454545456,0.004498181818181818,15.497996121190779,15.051609164054845
2012-07-22,3117550.57,2531656.38,2012,7,22,6,204,29,3,2,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,365,365,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.125,28054.545454545456,0.004566363636363637,15.497996121190779,14.952558498500553
2012-07-23,4730517.69,3685006.66,2012,7,23,0,205,30,3,2,-0.4999999999999997,-0.8660254037844388,0.0,1.0,365,365,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.27083333333334,28006.545454545456,0.004291136363636364,15.497996121190779,15.36954541407539
2012-07-24,4096496.12,3248450.65,2012,7,24,1,206,30,3,2,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,365,365,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.25,28207.68181818182,0.0045295454545454545,15.497996121190779,15.22564280552458
2012-07-25,5246688.08,4140019.37,2012,7,25,2,207,30,3,2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,365,365,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.77551020408163,28647.911111111112,0.004604666666666667,15.497996121190779,15.473107784194976
2012-07-26,5851965.06,4579171.74,2012,7,26,3,208,30,3,2,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,365,365,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.45833333333334,28383.522727272728,0.004387954545454546,15.497996121190779,15.582288241378745
2012-07-27,5156699.45,3989402.2,2012,7,27,4,209,30,3,2,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,365,365,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.77551020408163,28131.37777777778,0.0045386666666666665,15.497996121190779,15.455807485249466
2012-07-28,4326956.84,3403662.59,2012,7,28,5,210,30,3,2,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,365,365,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.9375,27904.545454545456,0.004498181818181818,15.497996121190779,15.280375275688327
2012-07-29,4804199.65,3819645.91,2012,7,29,6,211,30,3,2,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,365,365,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.125,28054.545454545456,0.004566363636363637,15.497996121190779,15.385001228587052
2012-07-30,6586130.95,5195109.56,2012,7,30,0,212,31,3,2,-0.4999999999999997,-0.8660254037844388,0.0,1.0,365,365,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.27083333333334,28006.545454545456,0.004291136363636364,15.497996121190779,15.700476776640313
2012-07-31,9151622.14,7142891.18,2012,7,31,1,213,31,3,2,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,365,365,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.25,28207.68181818182,0.0045295454545454545,15.497996121190779,16.02944181386927
2012-08-01,9148357.3,7308514.33,2012,8,1,2,214,31,3,3,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,365,365,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.3673469387755,31444.136363636364,0.004468863636363636,15.497996121190779,16.029085000388847
2012-08-02,9692427.0,7537501.15,2012,8,2,3,215,31,3,3,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,365,365,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.22448979591837,31368.477272727272,0.0044,15.497996121190779,16.08685552007559
2012-08-03,9297269.95,7118808.46,2012,8,3,4,216,31,3,3,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,365,365,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.48979591836735,31504.18181818182,0.004536136363636364,15.497996121190779,16.045231468823154
2012-08-04,6384195.03,5087528.11,2012,8,4,5,217,31,3,3,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,365,365,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.6734693877551,30819.022222222222,0.0043322222222222226,15.497996121190779,15.669336124093983
2012-08-05,2359224.19,1863413.11,2012,8,5,6,218,31,3,3,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,365,365,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.08333333333334,31890.18181818182,0.004291590909090909,15.497996121190779,14.673843813774456
2012-08-06,3630003.7,2922718.71,2012,8,6,0,219,32,3,3,-0.8660254037844384,-0.5000000000000004,0.0,1.0,365,365,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.81632653061226,32161.844444444443,0.0044577777777777775,15.497996121190779,15.104744501006035
2012-08-07,2240253.44,1781265.84,2012,8,7,1,220,32,3,3,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,365,365,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.72916666666666,31269.0,0.0043711363636363635,15.497996121190779,14.622100006666162
2012-08-08,2617553.36,1997006.42,2012,8,8,2,221,32,3,3,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,365,365,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.3673469387755,31444.136363636364,0.004468863636363636,15.497996121190779,14.777750989419488
2012-08-09,4478691.52,3621672.71,2012,8,9,3,222,32,3,3,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,365,365,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.22448979591837,31368.477272727272,0.0044,15.497996121190779,15.314841713580904
2012-08-10,3412496.65,2699279.56,2012,8,10,4,223,32,3,3,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,365,365,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.48979591836735,31504.18181818182,0.004536136363636364,15.497996121190779,15.042955029830427
2012-08-11,2732604.35,2168668.05,2012,8,11,5,224,32,3,3,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,365,365,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.6734693877551,30819.022222222222,0.0043322222222222226,15.497996121190779,14.820766052726956
2012-08-12,3388181.83,2654275.25,2012,8,12,6,225,32,3,3,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,365,365,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.08333333333334,31890.18181818182,0.004291590909090909,15.497996121190779,15.035804297288633
2012-08-13,3928170.01,3189564.96,2012,8,13,0,226,33,3,3,-0.8660254037844384,-0.5000000000000004,0.0,1.0,365,365,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.81632653061226,32161.844444444443,0.0044577777777777775,15.497996121190779,15.183684483659535
2012-08-14,4033912.16,3258198.58,2012,8,14,1,227,33,3,3,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,365,365,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.72916666666666,31269.0,0.0043711363636363635,15.497996121190779,15.210247470244257
2012-08-15,3780293.26,2886923.59,2012,8,15,2,228,33,3,3,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,365,365,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.3673469387755,31444.136363636364,0.004468863636363636,15.497996121190779,15.145312411126731
2012-08-16,5249978.18,4222455.97,2012,8,16,3,229,33,3,3,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,365,365,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.22448979591837,31368.477272727272,0.0044,15.497996121190779,15.473734668845657
2012-08-17,4089284.05,3238908.92,2012,8,17,4,230,33,3,3,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,365,365,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.48979591836735,31504.18181818182,0.004536136363636364,15.497996121190779,15.223880708337937
2012-08-18,3450015.71,2808916.94,2012,8,18,5,231,33,3,3,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,365,365,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.6734693877551,30819.022222222222,0.0043322222222222226,15.497996121190779,15.053889632474073
2012-08-19,3904300.93,3006801.4,2012,8,19,6,232,33,3,3,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,365,365,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.08333333333334,31890.18181818182,0.004291590909090909,15.497996121190779,15.177589562151692
2012-08-20,3541027.32,2827038.81,2012,8,20,0,233,34,3,3,-0.8660254037844384,-0.5000000000000004,0.0,1.0,365,365,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.81632653061226,32161.844444444443,0.0044577777777777775,15.497996121190779,15.07992772880281
2012-08-21,4147483.23,3364364.64,2012,8,21,1,234,34,3,3,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,365,365,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.72916666666666,31269.0,0.0043711363636363635,15.497996121190779,15.238012498748972
2012-08-22,4597682.81,3562468.33,2012,8,22,2,235,34,3,3,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,365,365,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.3673469387755,31444.136363636364,0.004468863636363636,15.497996121190779,15.34106321508556
2012-08-23,5478869.55,4195738.04,2012,8,23,3,236,34,3,3,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,365,365,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.22448979591837,31368.477272727272,0.0044,15.497996121190779,15.516409533667249
2012-08-24,4637850.57,3632210.67,2012,8,24,4,237,34,3,3,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,365,365,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.48979591836735,31504.18181818182,0.004536136363636364,15.497996121190779,15.349761793266964
2012-08-25,3589566.28,2784342.75,2012,8,25,5,238,34,3,3,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,365,365,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.6734693877551,30819.022222222222,0.0043322222222222226,15.497996121190779,15.093542218380614
2012-08-26,4280204.53,3476942.48,2012,8,26,6,239,34,3,3,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,365,365,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.08333333333334,31890.18181818182,0.004291590909090909,15.497996121190779,15.269511587433044
2012-08-27,3038895.84,2365260.68,2012,8,27,0,240,35,3,3,-0.8660254037844384,-0.5000000000000004,0.0,1.0,365,365,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.81632653061226,32161.844444444443,0.0044577777777777775,15.497996121190779,14.927005125946003
2012-08-28,9508676.62,7439851.59,2012,8,28,1,241,35,3,3,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,365,365,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.72916666666666,31269.0,0.0043711363636363635,15.497996121190779,16.0677153733283
2012-08-29,9260558.32,7336294.54,2012,8,29,2,242,35,3,3,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,365,365,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.3673469387755,31444.136363636364,0.004468863636363636,15.497996121190779,16.041275006526114
2012-08-30,10086534.1,7950911.72,2012,8,30,3,243,35,3,3,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,365,365,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.22448979591837,31368.477272727272,0.0044,15.497996121190779,16.126711933949363
2012-08-31,9104678.52,7277460.12,2012,8,31,4,244,35,3,3,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,365,365,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.48979591836735,31504.18181818182,0.004536136363636364,15.497996121190779,16.02429907228165
2012-09-01,8560208.92,6738335.17,2012,9,1,5,245,35,3,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,365,365,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7872340425532,22113.690476190477,0.004533809523809524,15.497996121190779,15.962635271181718
2012-09-02,2587099.44,1946097.28,2012,9,2,6,246,35,3,3,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,365,365,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.22916666666666,22415.13953488372,0.004345581395348837,15.497996121190779,14.766048285308198
2012-09-03,3865505.01,3063431.08,2012,9,3,0,247,36,3,3,-1.0,-1.8369701987210297e-16,0.0,1.0,365,365,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.31914893617022,22639.0,0.004586744186046512,15.497996121190779,15.167603152520917
2012-09-04,3645749.44,2876968.79,2012,9,4,1,248,36,3,3,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,365,365,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.70212765957447,22405.976744186046,0.004484186046511628,15.497996121190779,15.109072784264278
2012-09-05,2398185.51,1966376.48,2012,9,5,2,249,36,3,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,365,365,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.6595744680851,22897.720930232557,0.004427674418604651,15.497996121190779,14.690223388859527
2012-09-06,2858227.37,2147909.96,2012,9,6,3,250,36,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,365,365,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.27659574468086,22386.906976744187,0.004508604651162791,15.497996121190779,14.865712539808015
2012-09-07,3282753.8,2580035.06,2012,9,7,4,251,36,3,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,365,365,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.3404255319149,22215.767441860466,0.00450046511627907,15.497996121190779,15.004193505908896
2012-09-08,3666204.89,2804001.32,2012,9,8,5,252,36,3,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,365,365,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7872340425532,22113.690476190477,0.004533809523809524,15.497996121190779,15.11466786783422
2012-09-09,4458501.42,3589475.8,2012,9,9,6,253,36,3,3,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,365,365,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.22916666666666,22415.13953488372,0.004345581395348837,15.497996121190779,15.310323487340371
2012-09-10,4548962.79,3517300.88,2012,9,10,0,254,37,3,3,-1.0,-1.8369701987210297e-16,0.0,1.0,365,365,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.31914893617022,22639.0,0.004586744186046512,15.497996121190779,15.330410026529254
2012-09-11,4021565.55,3264364.41,2012,9,11,1,255,37,3,3,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,365,365,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.70212765957447,22405.976744186046,0.004484186046511628,15.497996121190779,15.20718207374087
2012-09-12,3335978.29,2673690.65,2012,9,12,2,256,37,3,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,365,365,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.6595744680851,22897.720930232557,0.004427674418604651,15.497996121190779,15.020276834407932
2012-09-13,2609609.29,2103806.97,2012,9,13,3,257,37,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,365,365,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.27659574468086,22386.906976744187,0.004508604651162791,15.497996121190779,14.77471145397416
2012-09-14,3729228.43,2835412.27,2012,9,14,4,258,37,3,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,365,365,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.3404255319149,22215.767441860466,0.00450046511627907,15.497996121190779,15.13171218314657
2012-09-15,3605125.64,2849539.9,2012,9,15,5,259,37,3,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,365,365,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7872340425532,22113.690476190477,0.004533809523809524,15.497996121190779,15.097867457071695
2012-09-16,4452012.44,3561492.95,2012,9,16,6,260,37,3,3,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,365,365,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.22916666666666,22415.13953488372,0.004345581395348837,15.497996121190779,15.30886701024094
2012-09-17,4811788.67,3932069.23,2012,9,17,0,261,38,3,3,-1.0,-1.8369701987210297e-16,0.0,1.0,365,365,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.31914893617022,22639.0,0.004586744186046512,15.497996121190779,15.38657964564511
2012-09-18,5078878.07,4123200.89,2012,9,18,1,262,38,3,3,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,365,365,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.70212765957447,22405.976744186046,0.004484186046511628,15.497996121190779,15.440601139694845
2012-09-19,3680241.62,3014323.76,2012,9,19,2,263,38,3,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,365,365,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.6595744680851,22897.720930232557,0.004427674418604651,15.497996121190779,15.118489237319697
2012-09-20,3763143.75,3080273.62,2012,9,20,3,264,38,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,365,365,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.27659574468086,22386.906976744187,0.004508604651162791,15.497996121190779,15.140765535484702
2012-09-21,3943768.14,2978697.93,2012,9,21,4,265,38,3,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,365,365,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.3404255319149,22215.767441860466,0.00450046511627907,15.497996121190779,15.187647458508694
2012-09-22,3872374.03,3011266.74,2012,9,22,5,266,38,3,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,365,365,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7872340425532,22113.690476190477,0.004533809523809524,15.497996121190779,15.169378579609763
2012-09-23,4118299.54,3294951.2,2012,9,23,6,267,38,3,3,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,365,365,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.22916666666666,22415.13953488372,0.004345581395348837,15.497996121190779,15.230951145936924
2012-09-24,5733263.53,4585762.62,2012,9,24,0,268,39,3,3,-1.0,-1.8369701987210297e-16,0.0,1.0,365,365,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.31914893617022,22639.0,0.004586744186046512,15.497996121190779,15.56179565246217
2012-09-25,5639897.53,4502395.62,2012,9,25,1,269,39,3,3,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,365,365,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.70212765957447,22405.976744186046,0.004484186046511628,15.497996121190779,15.545376632177648
2012-09-26,4592282.59,3670417.04,2012,9,26,2,270,39,3,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,365,365,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.6595744680851,22897.720930232557,0.004427674418604651,15.497996121190779,15.339887972478811
2012-09-27,7556892.66,6017108.13,2012,9,27,3,271,39,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,365,365,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.27659574468086,22386.906976744187,0.004508604651162791,15.497996121190779,15.837970772182267
2012-09-28,4892631.14,3884590.92,2012,9,28,4,272,39,3,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,365,365,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.3404255319149,22215.767441860466,0.00450046511627907,15.497996121190779,15.403240986574406
2012-09-29,5304374.46,4170120.63,2012,9,29,5,273,39,3,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,365,365,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7872340425532,22113.690476190477,0.004533809523809524,15.497996121190779,15.484042596426942
2012-09-30,4694379.86,3812737.52,2012,9,30,6,274,39,3,3,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,365,365,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.22916666666666,22415.13953488372,0.004345581395348837,15.497996121190779,15.361876789724123
2012-10-01,4752532.1,3764447.04,2012,10,1,0,275,40,4,3,-0.8660254037844386,0.5000000000000001,0.0,1.0,365,365,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.75510204081633,18132.727272727272,0.0045134090909090905,15.497996121190779,15.37418831807586
2012-10-02,3233135.78,2566510.62,2012,10,2,1,276,40,4,3,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,365,365,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.14285714285714,18037.06818181818,0.0042625,15.497996121190779,14.988963363267011
